OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1107693,04092017625,PERSIS INDIAN GRILL,1116 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 378-1819,2017/05/30 00:00:00+00,Restaurant,17060,-78.88929435,35.84836238,M
1107694,04092021503,Harris Teeter #26 Pizza Bar,7400 Creedmoor RD ,,RALEIGH,NC,27613,(919) 848-1464,2008/01/25 00:00:00+00,Food Stand,17061,-78.67820041,35.88787167,M
1107695,04092021696,PULLEN PLACE CAFE & CATERING,520 ASHE AVE ,,RALEIGH,NC,27606,(919) 829-7180,2011/11/15 00:00:00+00,Food Stand,17062,-78.66378506,35.78166418,M
1107696,04092015261,TROPICAL SMOOTHIE CAFE,1028 OBERLIN RD ,STE 232,RALEIGH,NC,27605,(919) 755-2222,2008/10/13 00:00:00+00,Restaurant,17072,-78.65845011,35.79783502,M
1107697,04092030444,And Also With 'Que (WCID #743),99 N Salisbury ST,,RALEIGH,NC,27603,(919) 832-4485,2019/10/11 00:00:00+00,Mobile Food Units,17086,-78.6407387,35.7809656,M
1107698,04092015871,IMPERIAL GARDEN CHINESE RESTAURANT,7713 LEAD MINE RD ,STE 15,RALEIGH,NC,27615-4805,(919) 846-1988,2011/01/27 00:00:00+00,Restaurant,17092,-78.66044244,35.88617531,T
1107699,04092021564,LOWES FOODS #239 DELI,932 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 554-0537,2009/03/03 00:00:00+00,Food Stand,17094,-78.4951784,35.96732914,M
1107700,04092017080,ROSATI'S PIZZA MORRISVILLE,3605 DAVIS  DR ,,MORRISVILLE,NC,27519,(919) 380-7000,2015/12/22 00:00:00+00,Restaurant,17102,-78.84976245,35.82130357,M
1107701,04092018276,Chuan Cafe,2004 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 594-1772,2019/12/20 00:00:00+00,Restaurant,17106,-78.60562461,35.778714,M
1107702,04092017692,SPRING CAFE,2900 SPRING FOREST RD ,SUITE 104,RALEIGH,NC,27616-1895,(919) 977-3679,2017/10/06 00:00:00+00,Restaurant,17110,-78.59114174,35.85495156,M
1107703,04092015460,NEW CHINA KING RESTAURANT,1811 NEW HOPE CHURCH RD,,RALEIGH,NC,27609-6288,(919) 873-1256,2009/09/15 00:00:00+00,Restaurant,17116,-78.60815381,35.83604187,M
1107704,04092015287,SHEETZ #416,1406 N ARENDELL AVE ,,ZEBULON,NC,27597,(919) 404-2347,2008/11/14 00:00:00+00,Restaurant,17123,-78.32477095,35.83963158,M
1107705,04092021372,Edible Arrangements,6675 Falls of Neuse RD,,RALEIGH,NC,27615,(919) 845-7405,2006/03/27 00:00:00+00,Food Stand,17129,-78.62444941,35.87396756,M
1107706,04092017524,RUDINO'S PIZZA & GRINDERS HERITAGE,1000 FORESTVILLE RD.,SUITE 124,WAKE FOREST,NC,27587,(919) 569-6004,2017/02/16 00:00:00+00,Restaurant,17140,-78.5075981,35.94611021,M
1107707,04092017165,BREW AT THE CARY THEATER,122 E CHATHAM ST ,SUITE 112,CARY,NC,27511,(919) 400-5473,2016/02/25 00:00:00+00,Restaurant,17148,-78.78039811,35.7871115,M
1107708,04092016327,VILLAGE DELI & GRILL,909 AVIATION PKY ,,MORRISVILLE,NC,27560-8487,(919) 462-6191,2013/01/02 00:00:00+00,Restaurant,17150,-78.81391833,35.83559788,M
1107709,04092018295,FIRST WATCH DAYTIME CAFE,1104 LEDSOME LN ,STE 101,CARY,NC,27511,(919) 322-4344,2020/01/16 00:00:00+00,Restaurant,17166,-78.74823051,35.76313262,M
1107710,04092017546,ABBEY ROAD TAVERN & GRILL APEX,1700 CENTER ST ,,APEX,NC,27502,(919) 372-5383,2017/03/08 00:00:00+00,Restaurant,17169,-78.82753664,35.72521642,M
1107711,04092030292,POBLANOS TACOS (WCID #543),1032 Huntsboro  RD ,,KNIGHTDALE,NC,27545,(919) 279-2656,2015/11/06 00:00:00+00,Mobile Food Units,17173,-78.45819365,35.74969345,M
1107712,04092017838,Raleigh Crab House,4538 Capital BLVD ,,RALEIGH,NC,27604,(919) 322-0304,2018/04/11 00:00:00+00,Restaurant,17174,-78.57896604,35.84571366,M
1107713,04092017646,SAN JUAN MEXICAN RESTAURANT ,3501 FORESTVILLE RD ,,RALEIGH,NC,27616,(919) 217-7918,2017/07/26 00:00:00+00,Restaurant,17179,-78.50942512,35.88257697,M
1107714,04092017526,TACO BELL #32555,8470 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 703-0259,2017/02/17 00:00:00+00,Restaurant,17183,-78.50930992,35.89359383,M
1107715,04092017597,MARIO DELI & GRILL,2317 EAGLE ROCK RD ,,WENDELL,NC,27591,(919) 374-7446,2017/05/10 00:00:00+00,Restaurant,17186,-78.38972318,35.75231212,M
1107716,04092015079,Subway #41914,841 E Gannon AVE ,,ZEBULON,NC,27597,(919) 269-2699,2008/02/29 00:00:00+00,Restaurant,17191,-78.29634697,35.83128525,M
1107717,04092160077,Strategic Behavioral Center-Garner (Kitchen),3200 WATERFIELD  DR ,,GARNER,NC,27529,(919) 800-4400,2012/10/16 00:00:00+00,Institutional Food Service,17195,-78.56102268,35.67811861,M
1107718,04092018464,Pimiento Tea Room,200 N Main St,,HOLLY SPRINGS,NC,27540,(984) 225-4213,2020/10/16 00:00:00+00,Restaurant,17208,-78.83347253,35.65330356,M
1107719,04092017847,Zenfish Morrisville,9924 Chapel Hill RD ,,Morrisville,NC,27560,(919) 234-0914,2018/04/25 00:00:00+00,Restaurant,17216,-78.82063472,35.81480892,M
1107720,04092021980,KANGAROO EXPRESS #2720816,1807 N HARRISON AVE ,,CARY,NC,27513,(919) 677-1808,2016/09/30 00:00:00+00,Food Stand,17217,-78.76848558,35.83028196,M
1107721,04092030460,BFB Fuegos (WCID #723),2950 Wendell BLVD ,,Wendell,NC,27591,(919) 810-3733,2020/01/31 00:00:00+00,Mobile Food Units,17218,-78.37850798,35.79065928,M
1107722,04092017953,Matsu Hibachi & Sushi,"4551 New Bern  Ave, Ste 130",,RALEIGH,NC,27610,(919) 212-6666,2018/10/04 00:00:00+00,Restaurant,17224,-78.55807015,35.79980588,M
1107723,04092021985,DOMINO'S #5500,3677  NEW BERN AVE ,,RALEIGH,NC,27610,(919) 231-6007,2016/11/07 00:00:00+00,Food Stand,17225,-78.57923704,35.79885313,M
1107724,04092017736,Clean Juice Parkwest,3035 Village Market PL ,,Morrisville,NC,27560,(919) 468-8286,2017/11/14 00:00:00+00,Restaurant,17239,-78.81851309,35.80675172,M
1107725,04092017253,42 & LAWRENCE,134 E MARTIN ST ,,RALEIGH,NC,27601,(919) 322-1668,2016/07/01 00:00:00+00,Restaurant,17246,-78.63713929,35.77657388,M
1107726,04092016746,WELCOME MART,3252 AUBURN KNIGHTDALE ROAD,,RALEIGH,NC,27610,(919) 771-1530,2014/08/29 00:00:00+00,Restaurant,17249,-78.51969036,35.71972403,M
1107727,04092017234,BURGER 21,6196 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 900-8807,2016/05/31 00:00:00+00,Restaurant,17266,-78.6187408,35.86627943,M
1107728,04092018379,Chipotle Mexican Grill - Garner,4203 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 662-8393,2020/06/05 00:00:00+00,Restaurant,17267,-78.65202042,35.72206935,M
1107729,04092016548,GARIBALDI TRATTORIA PIZZA E PASTA,900 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-8865,2014/06/13 00:00:00+00,Restaurant,17273,-78.78691241,35.59110944,M
1107730,04092016594,SMITHFIELD'S CHICKEN'N Bar-B-Q,7304 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 865-1905,2014/01/06 00:00:00+00,Restaurant,17274,-78.48480969,35.79790459,M
1107731,04092015661,FarmTable & Gatehouse Tavern,960 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 569-6714,2010/06/14 00:00:00+00,Restaurant,17277,-78.4951784,35.96732914,M
1107732,04092016061,MCDONALD'S # 16326,2900 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-3625,2011/12/09 00:00:00+00,Restaurant,17282,-78.37967246,35.79229956,M
1107733,04092017733,BELLA ITALIA PIZZERIA,109 CAPCOM AVE ,SUITE 5,WAKE FOREST,NC,27587-6515,(919) 554-9404,2017/11/20 00:00:00+00,Restaurant,17284,-78.52881225,35.95086253,T
1107734,04092017946,MCDONALDS #34433,4980 CARY GLEN BLVD ,,CARY,NC,27519,(919) 462-9904,2018/09/27 00:00:00+00,Restaurant,17286,-78.90188372,35.8192725,M
1107735,04092017967,Abbey Road Tavern & Grill,711 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 762-7731,2018/10/30 00:00:00+00,Restaurant,17301,-78.79214145,35.59183755,M
1107736,04092015748,SUSHI IWA APEX,2026 CREEKSIDE LANDING DR ,,APEX,NC,27502,(919) 387-7022,2011/06/15 00:00:00+00,Restaurant,17312,-78.88323254,35.74554013,M
1107737,04092017623,PRO'S EPICUREAN MARKET & CAFE,211 E CHATHAM ST ,,CARY,NC,27511,(919) 377-1788,2017/06/20 00:00:00+00,Restaurant,17318,-78.77802091,35.78798563,M
1107738,04092025232,Publix 1552 Produce,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018/11/02 00:00:00+00,Food Stand,17326,-78.90353481,35.82487513,M
1107739,04092018007,Sushi at the Park,1163 Parkside Main ST ,,Cary,NC,27519,(984) 333-0199,2018/12/03 00:00:00+00,Restaurant,17327,-78.88929435,35.84836238,M
1107740,04092018383,Chubby's Tacos,1000 Forestville RD ,,WAKE FOREST,NC,27587,(919) 554-5965,2020/06/17 00:00:00+00,Restaurant,17331,-78.5075981,35.94611021,M
1107741,04092017675,SHAKEY RAY'S,5160 SUNSET LAKE RD ,,APEX,NC,27539,(919) 363-2378,2017/09/07 00:00:00+00,Restaurant,17334,-78.79955758,35.66756646,M
1107742,04092016727,HARRIS TEETER #236 STARBUCKS,7145  O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 465-9432,2014/08/04 00:00:00+00,Restaurant,17336,-78.88824644,35.84415135,M
1107743,04092016671,Triple Barrel Tavern,2221 N GRASSLAND DR ,,FUQUAY VARINA,NC,27526,(919) 762-0940,2014/04/28 00:00:00+00,Restaurant,17348,-78.81032894,35.6156518,M
1107744,04092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016/06/24 00:00:00+00,Restaurant,17356,-78.83292783,35.63500069,M
1107745,04092017285,Szechuan Garden Morrisville,10285 Chapel Hill  RD ,STE 300,MORRISVILLE,NC,27560,(919) 468-6878,2016/08/16 00:00:00+00,Restaurant,17357,-78.82788003,35.83012574,M
1107746,04092021762,JASON'S DELI TALLEY STUDENT UNION,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-1602,2013/10/10 00:00:00+00,Food Stand,17366,-78.67872874,35.78448278,M
1107747,04092020986,Food Lion #561 Deli,217 TIMBER DR,,GARNER,NC,27529-4870,(919) 779-5551,2000/07/01 00:00:00+00,Food Stand,17379,-78.60613102,35.68500723,M
1107748,04092017923,Freddy's Frozen Custard & Steakburgers #3213,11708 Retail DR ,,WAKE FOREST,NC,27587,(919) 554-9833,2018/07/23 00:00:00+00,Restaurant,17390,-78.5434927,35.96629568,M
1107749,04092016929,41 Hundred,4100 MAIN AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-8773,2015/05/22 00:00:00+00,Restaurant,17408,-78.64382291,35.83596182,M
1107750,04092025149,Harris Teeter #353 Starbucks,13686 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2017/11/09 00:00:00+00,Food Stand,17411,-78.51867461,36.00548951,M
1107751,04092025256,Dank Burrito @ TCo,500 E Davie ST ,Ste. 132,RALEIGH,NC,27601,(919) 917-7521,2019/04/17 00:00:00+00,Food Stand,17415,-78.63206132,35.77487463,M
1107752,04092015336,LOS TRES MAGUEYES,401 WAKE CHAPEL RD ,,FUQUAY VARINA,NC,27526,(919) 552-3957,2009/02/06 00:00:00+00,Restaurant,17423,-78.80006934,35.5907222,M
1107753,04092022016,CHILD CARE SERVICES ASSOCIATION,1305 GLENWOOD AVE ,,RALEIGH,NC,27605,(919) 754-3651,2017/05/30 00:00:00+00,Food Stand,17428,-78.64721776,35.79543828,M
1107754,04092021003,Food Lion #434 Deli,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 552-1388,2000/07/01 00:00:00+00,Food Stand,17430,-78.77764359,35.59047244,M
1107755,04092300170,Food Lion #649 Meat Market ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000/07/01 00:00:00+00,Meat Market,17433,-78.68034061,35.74405959,M
1107756,04092025215,Boba Brew @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 538-3041,2018/08/20 00:00:00+00,Food Stand,17436,-78.6456917,35.77945516,M
1107757,04092018133,SUBWAY #17385,611 E CHATHAM ST ,,CARY,NC,27511,(919) 380-0202,2019/07/10 00:00:00+00,Restaurant,17437,-78.76618398,35.79212412,M
1107758,04092021993,H Mart Don-don,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,17461,-78.84865444,35.78921622,M
1107759,04092017582,HICKORY TAVERN #29,401 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 557-2064,2017/04/17 00:00:00+00,Restaurant,17462,-78.83774133,35.64081684,M
1107760,04092018408,MOD Pizza - Wake Forest,2815  Rogers  Rd,,WAKE FOREST,NC,27587,(919) 263-1211,2020/07/27 00:00:00+00,Restaurant,17463,-78.52502096,35.95329016,M
1107761,04092014742,Salsa Fresh #3,3588 Davis DR ,,MORRISVILLE,NC,27519,(919) 601-5375,2006/12/04 00:00:00+00,Restaurant,17465,-78.84576194,35.81812076,M
1107762,04092013458,McDonald's,10100 LEESVILLE RD ,,RALEIGH,NC,27613-7541,(919) 841-9282,2001/11/21 00:00:00+00,Restaurant,17474,-78.72754368,35.90927982,M
1107763,04092017709,Penn Station #345,5036 Arco ST ,,Cary,NC,27519,,2017/10/12 00:00:00+00,Restaurant,17484,-78.88191924,35.83347908,M
1107764,04092014863,Life Cafe,1700 Regency PKY ,,CARY,NC,27511,(919) 460-8340,2007/05/09 00:00:00+00,Restaurant,17490,-78.78729265,35.73332654,M
1107765,04092025258,The Factory Ballfields Concession Stand,1845 Grandmark Street ,,WAKE FOREST ,NC,27587,,2019/04/30 00:00:00+00,Food Stand,17493,-78.52343343,35.94940141,M
1107766,04092018350,Tropical Smoothie Cafe NC24,228 Crossroads BLVD ,,CARY,NC,27518,(919) 651-8379,2020/04/15 00:00:00+00,Restaurant,17494,-78.73871452,35.76064286,M
1107767,04092017055,FOOD LION #1541 DELI,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/10/13 00:00:00+00,Restaurant,17496,-78.81120699,35.8045716,M
1107768,04092017059,HARDEE'S #1655,1560 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 552-9772,2015/10/15 00:00:00+00,Restaurant,17500,-78.80353813,35.60445873,M
1107769,04092021811,LOWES FOODS #162 PRODUCE,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014/09/25 00:00:00+00,Food Stand,17518,-78.7615544,35.74559939,M
1107770,04092025247,Stop & Quick,1321 S Blount ST ,,RALEIGH,NC,27601,(919) 833-8200,2019/04/02 00:00:00+00,Food Stand,17533,-78.63664326,35.76383115,M
1107771,04092018000,Vegan Community Kitchen,803 E Williams ST ,,Apex,NC,27502,(919) 372-5027,2018/12/14 00:00:00+00,Restaurant,17550,-78.84409397,35.72219673,M
1107772,04092110506,ABBOTTS CREEK ELEMENTARY CAFETERIA,9900 DURANT RD ,,RALEIGH,NC,27614,(919) 694-0555,2015/08/21 00:00:00+00,Public School Lunchrooms,17565,-78.57818214,35.90199471,M
1107773,04092017994,Buldaegi BBQ House,2470 Walnut ST ,,CARY,NC,27518,(919) 703-0400,2018/12/07 00:00:00+00,Restaurant,17568,-78.74427315,35.75323584,M
1107774,04092030498,Momma's Soul Food (WCID #789),5805 Poole Rd,Open Lot with Gravel Driveway,RALEIGH,NC,27610,(919) 995-6049,2020/10/02 00:00:00+00,Mobile Food Units,17579,-78.54389405,35.75739556,M
1107775,04092018486,Chen's Garden,523 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 557-7363,2020/11/24 00:00:00+00,Restaurant,17594,-78.83687096,35.65966057,M
1107776,04092021946,KANGAROO EXPRESS #2723475,3741 CAPITAL BLVD ,,RALEIGH,NC,27604-3329,(919) 875-0098,2016/02/22 00:00:00+00,Food Stand,17599,-78.58499917,35.83184496,M
1107777,04092110130,Holly Ridge Middle Sch. Cafeteria,950 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1310,2002/07/17 00:00:00+00,Public School Lunchrooms,17609,-78.81529539,35.65412904,M
1107778,04092300275,PUBLIX #1514 MEATS,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,Meat Market,17611,-78.5075981,35.94611021,M
1107779,04092021754,TEAM BEVERAGE,6901 LOUISBURG  RD ,,RALEIGH,NC,27616,(919) 876-4400,2013/08/27 00:00:00+00,Food Stand,17612,-78.5458904,35.86930778,M
1107780,04092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 460-4326,2016/08/15 00:00:00+00,Restaurant,17627,-78.7805746,35.804703,M
1107781,04092110513,BEAVERDAM ELEMENTARY SCHOOL CAFETERIA,3591 TARHEEL CLUB RD ,,RALEIGH,NC,27604,(919) 694-0222 ext. 22783,2016/08/25 00:00:00+00,Public School Lunchrooms,17629,-78.527868,35.82124794,M
1107782,04092016778,BIRYANI MAXX,590 E. CHATHAM ST.,,CARY,NC,27511,(919) 377-0346,2014/09/29 00:00:00+00,Restaurant,17634,-78.76832214,35.79037457,M
1107783,04092018053,Skrimp Shack #21,7224 GB Alford HWY ,,HOLLY SPRINGS,NC,27540,(919) 335-3924,2019/02/12 00:00:00+00,Restaurant,17640,-78.83292783,35.63500069,M
1107784,04092016252,HAMPTON INN WAKE FOREST HOT BREAKFAST,12318 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 554-0222,2012/09/07 00:00:00+00,Restaurant,17643,-78.54222923,35.98108829,M
1107785,04092017823,Triangle Springs Hospital Foodservice,10901 World Trade BLVD ,,RALEIGH,NC,27617,(919) 746-8900,2018/03/26 00:00:00+00,Restaurant,17646,-78.81422864,35.90306203,M
1107786,04092018495,Al Baraka Grill,3815 Hillsborough ST ,,RALEIGH,NC,27607,(919) 838-5155,2020/11/16 00:00:00+00,Restaurant,17665,-78.68961815,35.7941927,M
1107787,04092017282,WENDY'S #6328,6611 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-1065,2016/08/11 00:00:00+00,Restaurant,17695,-78.7086878,35.85971365,M
1107788,04092141852,"	Cardinal Gibbons High School Concession Stand",1401 Edwards Mill RD ,,RALEIGH,NC,27607,(919) 834-1635,2020/11/09 00:00:00+00,Limited Food Service,17700,-78.72901246,35.8026036,M
1107789,04092017678,El Patron,421 CHAPANOKE RD ,STE 103,RALEIGH,NC,27603,(919) 803-0509,2017/09/18 00:00:00+00,Restaurant,17710,-78.65333581,35.73464573,M
1107790,04092018399,WHICH WICH OF PARK WEST,3301 VILLAGE MARKET  PL ,,MORRISVILLE,NC,27560,(919) 380-8424,2020/07/08 00:00:00+00,Restaurant,17747,-78.81800343,35.80772157,M
1107791,04092030400,El Toluco (WCID #689),4320 Ten-Ten RD ,,APEX,NC,27539,,2019/03/05 00:00:00+00,Mobile Food Units,17748,-78.7728994,35.6951135,M
1107792,04092018317,Mission Beef and Brews,4801 Harbour Towne DR ,,RALEIGH,NC,27604,(919) 551-8185,2020/02/10 00:00:00+00,Restaurant,17749,-78.55468477,35.80720543,M
1107793,04092014991,J & S New York Pizza,500 E Broad ST ,,FUQUAY VARINA,NC,27526,(919) 557-6921,2007/10/26 00:00:00+00,Restaurant,17756,-78.79469674,35.59304361,M
1107794,04092017305,WENDY'S #6334,8000 Pooler AVE ,,RALEIGH,NC,27617,(919) 293-1814,2016/09/01 00:00:00+00,Restaurant,17771,-78.78305243,35.91248995,M
1107795,04092030483,The Pyramids (WCID #598),4901 CAPITAL BLVD ,"Home Depot  thu,Fri, Sat  11-3pm",RALEIGH,NC,27616-4414,(919) 559-1880,2020/06/19 00:00:00+00,Mobile Food Units,17775,-78.58308122,35.85290297,M
1107796,04092300290,Carolina International Mart,3540 MAITLAND DR,,RALEIGH,NC,27610,(919) 255-1640,2020/07/24 00:00:00+00,Meat Market,17791,-78.58191654,35.79630442,M
1107797,04092018491,The Daily Fare,402 OBERLIN RD,,RALEIGH,NC,27605,(919) 916-5151,2020/11/25 00:00:00+00,Restaurant,17792,-78.66234333,35.7897601,M
1107798,04092017737,Zaxby's #66301,2901 Hillsborough ST ,,RALEIGH,NC,27607,(984) 242-0789,2017/11/13 00:00:00+00,Restaurant,17794,-78.67549354,35.7890291,M
1107799,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,17799,-78.67971393,35.85737248,M
1107800,04092018347,Starbuck's,2901 SHERMAN OAK PL ,,RALEIGH,NC,27609-6884,,2020/04/13 00:00:00+00,Restaurant,17801,-78.62082753,35.82131925,M
1107801,04092110131,Holly Ridge Elementary Cafeteria,900 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1300 ext. 23118,2002/07/17 00:00:00+00,Public School Lunchrooms,17806,-78.81529539,35.65412904,M
1107802,04092110132,Reedy Creek Middle Sch. Cafeteria,930 Reedy Creek Rd ,,CARY,NC,27513,(919) 460-3504 ext. 21498,2002/07/26 00:00:00+00,Public School Lunchrooms,17807,-78.7681835,35.81273345,M
1107803,04092015374,Shane's Rib Shack #55,5811 POYNER VILLAGE PKY ,SUITE 101,RALEIGH,NC,27616,(919) 850-9900,2009/04/15 00:00:00+00,Restaurant,17819,-78.56916648,35.86464286,M
1107804,04092021193,Harris Teeter #112 Meat Market/Seafood,270 Grande Heights Dr ,,CARY,NC,27513,(919) 460-4326,2003/06/24 00:00:00+00,Food Stand,17833,-78.7805746,35.804703,M
1107805,04092021217,Cook Out # 24,3222 S Wilmington St ,,RALEIGH,NC,27603,(919) 661-5811,2003/09/09 00:00:00+00,Food Stand,17842,-78.65069831,35.73659057,M
1107806,04092021235,Sam's Club #8223 Deli/Rotiserrie,2537 S Saunders St ,,RALEIGH,NC,27603,(919) 839-1700,2003/10/27 00:00:00+00,Food Stand,17844,-78.64662127,35.75036941,M
1107807,04092016048,GONZA TACOS Y TEQUILA,7713 LEAD MINE  RD ,,RALEIGH,NC,27615,(919) 846-5478,2011/11/17 00:00:00+00,Restaurant,17861,-78.66044244,35.88617531,T
1107808,04092021519,International Foods Meats,421 Chapanoke  RD ,Ste 140,RALEIGH,NC,27603,(919) 662-5428,2008/03/14 00:00:00+00,Food Stand,17883,-78.65333581,35.73464573,M
1107809,04092017679,Firehouse Subs #1052,413 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(984) 225-2550,2017/09/18 00:00:00+00,Restaurant,17889,-78.83774133,35.64081684,M
1107810,04092014039,Subway #12050,8711 Six Forks Rd,,RALEIGH,NC,27615,(919) 676-2610,2004/05/05 00:00:00+00,Restaurant,17892,-78.65461142,35.89932701,M
1107811,04092015087,BRUEGGERS BAGELS #644,3510 WADE AVE ,,RALEIGH,NC,27607,(919) 828-1301,2008/03/20 00:00:00+00,Restaurant,17903,-78.68558086,35.80212022,M
1107812,04092017666,OAK CITY PIZZA,206 FOREST HILLS DR ,,GARNER,NC,27529,,2017/06/30 00:00:00+00,Restaurant,17910,-78.62278736,35.70820906,M
1107813,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014/02/25 00:00:00+00,Restaurant,17914,-78.66223022,35.88240773,M
1107814,04092017027,CAPITAL OAKS CULINARY & DINING SERVICES,6498 RAY RD ,,RALEIGH,NC,27613,(919) 784-0099,2015/09/17 00:00:00+00,Restaurant,17915,-78.69653255,35.86810514,M
1107815,04092014221,Subway #2615,3416 POOLE RD ,STE 112,RALEIGH,NC,27610-2918,(919) 231-6223,2005/01/05 00:00:00+00,Restaurant,17948,-78.57953261,35.76724571,M
1107816,04092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,SUITE 234,RALEIGH,NC,27605,(919) 307-3613,2017/01/27 00:00:00+00,Restaurant,18019,-78.65845011,35.79783502,M
1107817,04092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,,RALEIGH,NC,27610-1363,(919) 212-8100,2012/08/03 00:00:00+00,Restaurant,18021,-78.56780289,35.79794477,M
1107818,04092017306,WENDY'S #6338,12430 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 562-2349,2016/09/02 00:00:00+00,Restaurant,18026,-78.53512833,35.98551325,M
1107819,04092014287,FireBirds Rocky Mountain Grill #2,4350 Lassiter At N. Hills Ave. Ste. 118 ,,RALEIGH,NC,27609,(919) 788-8778,2005/04/05 00:00:00+00,Restaurant,18039,-78.64323049,35.83718561,M
1107820,04092016117,JASMIN BISTRO,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 835-1626,2012/02/29 00:00:00+00,Restaurant,18049,-78.68856288,35.79387274,M
1107821,04092110526,Vandora Springs Elementary School Cafeteria,1300 Vandora Springs RD ,,GARNER,NC,27529,,2018/07/23 00:00:00+00,Public School Lunchrooms,18054,-78.62840113,35.699067,M
1107822,04092014389,Frankie's Restaurant,11190 Fun Park DR ,,RALEIGH,NC,27617,(919) 433-7888,2005/09/16 00:00:00+00,Restaurant,18059,-78.79335269,35.9187995,M
1107823,04092014393,LongHorn Steakhouse #251,8121 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-7669,2005/10/03 00:00:00+00,Restaurant,18060,-78.78398096,35.90950546,M
1107824,04092014405,Starbucks # 9465,4421 New Bern AVE ,,RALEIGH,NC,27610,(919) 231-3271,2005/10/19 00:00:00+00,Restaurant,18064,-78.56075395,35.79892111,M
1107825,04092014448,Fu Kee Express,6320 Capital Blv,,RALEIGH,NC,27616,(919) 872-2661,2005/12/01 00:00:00+00,Restaurant,18069,-78.57847002,35.87073633,M
1107826,04092014858,Moe's Southwest Grill #683,280 Meeting ST ,Ste 101,CARY,NC,27518,(919) 854-1111,2007/04/30 00:00:00+00,Restaurant,18074,-78.74478781,35.75666346,M
1107827,04092018069,Hibachi 88,6213 Rock Quarry RD ,Ste 116,Raleigh,NC,27610,(919) 662-8899,2019/03/11 00:00:00+00,Restaurant,18075,-78.54796019,35.72312495,M
1107828,04092017940,MCDONALDS #3259,869 SE MAYNARD RD ,,CARY,NC,27511-4205,(919) 467-3883,2018/09/28 00:00:00+00,Restaurant,18078,-78.76464709,35.7763081,M
1107829,04092015271,42ND STREET OYSTER BAR,2400 W TERMINAL BLVD ,RDU terminal 2,RDU AIRPORT,NC,27623,(919) 840-0506,2008/10/23 00:00:00+00,Restaurant,16951,0,0,U
1107830,04092030342,Cousin's Maine Lobster #1 (WCID # 610),Mobile Food Unit,,WAKE FOREST,NC,27587,(919) 559-2673,2017/07/13 00:00:00+00,Mobile Food Units,16962,0,0,U
